tconst	averageRating	numVotes
tt0639988	7.6	32
tt0640033	7.2	18
tt0640044	6.6	12
tt0640326	7.5	787
tt0640382	8.2	2032
tt0640393	7.6	858
tt0640653	7.0	41
tt0640856	7.0	16
tt0641141	7.2	188
tt0641161	6.9	98
tt0641540	7.9	127
tt0641601	7.9	122
tt0641635	7.8	144
tt0641745	7.4	29
tt0642318	8.1	757
tt0642536	7.9	42
tt0642664	6.9	45
tt0642836	7.7	230
tt0643004	7.7	13
tt0643107	6.5	5978
tt0643125	8.4	76
tt0643140	8.6	93
tt0644000	7.1	97
tt0644094	7.4	93
tt0644462	8.1	82
tt0644673	1.9	24
tt0644803	7.8	87
tt0644842	7.6	52
tt0644918	7.6	64
tt0644919	7.5	58
tt0644925	6.8	34
tt0645013	8.3	67
tt0645561	7.0	9
tt0646002	6.7	125
tt0646066	6.8	130
tt0646079	7.6	102
tt0646162	7.5	124
tt0646320	6.7	32
tt0646799	1.2	105
tt0646995	7.0	12
tt0647146	9.7	8
tt0647318	8.5	15
tt0647357	8.1	14
tt0648105	7.5	30
tt0648171	8.0	24
tt0648239	7.1	439
tt0648595	6.9	26
tt0648615	7.5	10
tt0648656	7.8	84
tt0649162	7.5	17
tt0649271	7.5	317
tt0649280	7.7	274
tt0649675	8.2	14
tt0649678	8.8	18
tt0649719	8.4	13
tt0649795	6.1	29
tt0649897	9.4	8
tt0650074	7.8	49
tt0650421	8.1	91
tt0650425	8.0	68
tt0650696	7.5	138
tt0650703	7.8	137
tt0650871	5.3	224
tt0651002	7.8	811
tt0651251	7.2	99
tt0651346	6.5	12
tt0651395	6.3	9
tt0651822	6.8	16
tt0651847	8.3	1875
tt0651911	8.4	52
tt0651922	8.7	52
tt0652074	6.7	8
tt0652145	6.8	6
tt0653059	7.2	168
tt0653090	7.5	200
tt0653101	7.6	263
tt0653146	7.0	328
tt0653155	8.5	272
tt0653172	8.1	259
tt0653215	7.5	131
tt0653393	7.4	39
tt0653434	7.9	112
tt0653550	8.5	510
tt0653577	6.8	551
tt0653738	7.7	72
tt0653850	7.3	57
tt0653858	7.6	65
tt0653888	7.3	55
tt0654310	6.1	68
tt0654403	6.5	6
tt0654453	7.7	118
tt0654474	7.9	114
tt0654498	7.6	40
tt0654503	7.6	43
tt0655067	7.4	58
tt0655233	7.0	147
tt0655237	6.7	126
tt0655939	6.6	13
tt0656160	7.0	11
tt0656276	8.1	119
tt0656450	8.1	163
tt0656956	9.0	5
tt0657050	7.5	17
tt0657440	4.7	8
tt0657548	7.6	63
tt0657557	6.8	57
tt0658150	7.6	101
tt0658165	7.7	71
tt0659218	6.5	15
tt0659320	6.9	74
tt0659934	6.9	79
tt0659975	7.9	75
tt0660200	7.5	337
tt0660628	7.7	108
tt0660706	7.2	140
tt0660875	7.8	585
tt0661049	8.3	54
tt0661127	5.2	6
tt0662166	8.0	93
tt0662183	7.4	9
tt0663220	7.5	354
tt0663233	7.7	470
tt0663609	9.7	42
tt0663904	7.9	586
tt0664094	4.8	7
tt0664247	7.4	109
tt0664299	8.0	86
tt0664518	7.5	8362
tt0664646	8.1	21
tt0664755	6.8	13
tt0665924	7.8	161
tt0666433	8.9	14
tt0666508	7.7	12
tt0666562	8.3	799
tt0666579	8.1	550
tt0666840	8.6	10
tt0667036	7.5	25
tt0667275	9.4	7
tt0667705	5.8	8
tt0667907	6.8	260
tt0667925	6.3	243
tt0668439	7.2	30
tt0668446	7.2	26
tt0668654	5.1	18
tt0668663	6.7	24
tt0668947	7.0	12
tt0669801	7.2	27
tt0670989	7.7	10
tt0671890	7.7	29
tt0671926	7.2	48
tt0672952	8.2	110
tt0673181	8.5	274
tt0673390	8.1	263
tt0673609	7.3	82
tt0673617	7.5	92
tt0673865	7.9	26
tt0673939	6.5	41
tt0674127	7.7	29
tt0674179	8.6	78
tt0674751	7.3	52
tt0674787	7.7	81
tt0674892	7.8	97
tt0674978	7.7	12
tt0674983	7.0	9
tt0676319	7.6	42
tt0676486	5.5	21
tt0676612	7.1	9
tt0676632	8.2	6
tt0676648	7.7	25
tt0676720	8.9	10
tt0677309	7.5	213
tt0677396	7.1	70
tt0677421	6.7	67
tt0677457	5.9	270
tt0677499	9.2	384
tt0677510	8.3	70
tt0677765	7.5	93
tt0677807	7.8	169
tt0677824	7.3	134
tt0678001	8.4	20
tt0678481	8.7	4813
tt0678590	8.2	13
tt0678626	8.0	11
tt0678629	7.9	13
tt0678644	7.7	13
tt0678659	7.3	11
tt0678674	8.0	11
tt0678703	7.7	13
tt0678714	7.4	11
tt0678885	8.2	12
tt0679028	7.9	10
tt0679049	7.9	11
tt0679064	7.9	10
tt0679131	8.9	18
tt0679165	7.5	16
tt0679700	7.5	144
tt0679756	8.5	92
tt0679912	9.2	13
tt0679981	6.2	43
tt0680022	6.1	30
tt0680121	7.1	18
tt0680255	7.5	9
tt0680529	6.4	41
tt0680581	8.7	48
tt0680687	6.7	10
tt0681024	7.5	211
tt0681042	7.4	139
tt0681177	7.2	474
tt0681349	8.3	212
tt0681744	7.7	106
tt0682212	6.2	10
tt0682817	7.0	47
tt0683127	8.0	82
tt0683192	6.0	226
tt0683237	6.5	131
tt0683731	6.0	19
tt0683826	8.0	17
tt0684059	7.5	241
tt0684405	7.6	11
tt0684722	7.2	99
tt0684903	7.3	99
tt0685187	8.2	186
tt0685350	6.7	25
tt0685403	6.9	31
tt0685405	7.0	30
tt0685406	6.7	28
tt0685685	4.0	11
tt0685828	6.6	10
tt0685868	7.0	32
tt0686619	8.3	153
tt0686624	7.7	117
tt0686678	8.2	119
tt0686709	7.8	154
tt0686746	8.2	144
tt0686925	7.1	35
tt0687028	7.2	68
tt0687086	6.0	7
tt0687178	7.9	61
tt0687191	7.9	64
tt0687249	7.8	37
tt0687688	6.9	22
tt0687856	7.7	10
tt0687979	8.0	288
tt0688060	7.9	226
tt0688245	7.6	19
tt0688431	8.0	20
tt0689210	6.2	13
tt0689921	4.6	12
tt0690374	7.0	23
tt0690458	7.1	66
tt0690496	8.4	131
tt0690870	7.0	33
tt0690922	7.1	20
tt0691765	9.5	31
tt0691913	7.1	32
tt0692669	7.4	9
tt0693374	8.7	83
tt0693406	8.1	49
tt0694100	6.9	111
tt0694560	6.4	73
tt0694578	6.2	86
tt0694833	5.9	109
tt0694934	6.7	115
tt0694939	7.5	135
tt0695303	4.8	23
tt0695357	5.4	21
tt0695373	9.1	16
tt0695453	9.3	14
tt0695464	8.0	55
tt0695469	7.8	72
tt0695555	6.4	21
tt0695825	8.3	10
tt0696544	8.1	1770
tt0696594	8.7	1350
tt0696707	8.4	17
tt0696935	6.3	131
tt0697080	8.4	15
tt0697131	7.8	88
tt0697133	7.9	87
tt0697742	8.0	4030
tt0697783	8.2	3622
tt0697933	8.9	7
tt0698133	6.8	19
tt0698182	6.6	18
tt0698237	7.2	17
tt0698530	6.9	38
tt0698543	6.5	37
tt0698585	6.8	37
tt0698654	7.9	749
tt0698670	7.5	959
tt0698965	6.5	14
tt0699411	7.0	168
tt0699487	7.8	2178
tt0699558	7.8	7
tt0699716	8.0	21
tt0700554	8.6	11
tt0700744	7.4	28
tt0700801	7.2	74
tt0700869	7.4	70
tt0700924	7.4	50
tt0700962	6.8	57
tt0701200	8.5	4102
tt0701293	7.2	2446
tt0701407	5.2	8
tt0701583	5.8	7
tt0701626	7.1	9
tt0701807	6.5	46
tt0701885	7.7	10
tt0702599	7.2	21
tt0702974	8.5	1451
tt0703163	7.6	16
tt0703469	6.7	19
tt0703689	7.8	28
tt0703821	7.5	84
tt0704133	7.8	7
tt0704267	8.3	8
tt0704452	5.4	9
tt0704564	8.0	123
tt0704572	7.2	13
tt0704575	8.1	19
tt0705987	7.8	57
tt0706070	6.7	46
tt0706475	7.8	30
tt0706900	6.7	141
tt0707331	7.7	327
tt0708090	8.1	11
tt0708124	7.4	18
tt0708568	5.6	2224
tt0708731	7.0	2863
tt0708941	8.1	2086
tt0709043	7.1	1121
tt0709180	7.7	1230
tt0709188	6.6	1683
tt0709291	5.9	37
tt0709498	7.6	292
tt0709506	7.0	228
tt0709512	8.0	221
tt0709543	6.2	214
tt0709560	7.3	282
tt0709576	7.3	302
tt0710043	6.4	65
tt0710240	7.8	12
tt0710244	7.6	12
tt0710703	6.6	9
tt0710970	7.4	23
tt0711083	7.5	8
tt0711161	7.7	212
tt0711440	6.6	11
tt0711786	6.1	39
tt0711793	7.2	7
tt0711824	8.1	180
tt0711890	8.8	9
tt0713265	6.4	35
tt0713297	6.7	27
tt0713464	8.8	42
tt0713485	6.8	34
tt0713777	7.9	10
tt0713872	6.2	62
tt0713886	6.0	38
tt0714020	7.0	92
tt0714219	8.6	61
tt0714730	7.9	19
tt0714753	7.0	19
tt0716133	5.0	15
tt0716561	6.5	29
tt0717023	7.2	12
tt0717193	7.7	45
tt0717217	7.7	49
tt0717273	8.1	36
tt0717324	7.4	44
tt0717573	7.2	18
tt0717993	6.7	20
tt0718455	8.1	138
tt0719023	8.0	384
tt0719024	8.2	589
tt0719498	8.1	32
tt0719885	7.7	26
tt0719911	7.8	30
tt0720047	8.3	1404
tt0720117	7.3	974
tt0720131	7.6	727
tt0720142	8.1	1044
tt0720202	7.5	761
tt0720272	7.2	37
tt0720337	7.3	10
tt0720472	6.1	144
tt0720738	6.6	8
tt0720956	8.4	56
tt0721268	5.8	11
tt0721274	6.8	8
tt0721338	9.0	7
tt0722910	8.4	237
tt0722930	7.7	171
tt0723042	6.8	43
tt0723646	6.8	9
tt0723660	7.1	19
tt0723793	7.2	18
tt0723984	7.7	54
tt0724051	7.6	43
tt0724712	6.8	12
tt0724946	7.8	23
tt0726071	6.0	11
tt0726124	8.5	8
tt0726203	7.8	41
tt0726375	7.1	32
tt0726589	5.5	38
tt0727369	8.5	34
tt0728151	6.0	23
tt0729504	6.4	23
tt0729675	7.9	261
tt0729713	8.0	230
tt0730693	8.6	10
tt0731002	6.8	9
tt0731048	7.0	10
tt0731895	8.5	46
tt0731931	8.1	48
tt0731964	8.3	250
tt0731975	8.2	351
tt0732172	8.5	69
tt0732243	8.2	59
tt0732253	8.5	62
tt0732678	8.2	23
tt0732732	7.5	26
tt0732924	8.5	563
tt0733139	7.2	14
tt0733329	8.1	10
tt0733348	6.6	12
tt0733354	6.1	10
tt0733433	6.0	13
tt0733533	8.8	7
tt0733621	6.5	50
tt0734029	8.5	7
tt0734108	7.1	23
tt0734430	7.9	37
tt0734621	6.9	1920
tt0734654	7.1	2952
tt0734940	6.9	13
tt0735071	8.3	399
tt0735171	7.5	1662
tt0736727	6.3	10
tt0736810	8.2	28
tt0736894	7.4	19
tt0737292	9.3	15
tt0737515	7.1	14
tt0737671	9.0	9
tt0737766	7.5	66
tt0737789	8.5	73
tt0737799	8.0	125
tt0737844	8.2	119
tt0737905	7.8	35
tt0737952	7.1	10
tt0739220	7.8	46
tt0739348	8.0	402
tt0739360	7.0	503
tt0739468	7.2	7
tt0739550	7.1	35
tt0739557	5.1	55
tt0739577	5.8	27
tt0739962	7.6	35
tt0740045	8.2	59
tt0741007	6.8	65
tt0741011	7.7	54
tt0741705	7.2	73
tt0742342	6.8	76
tt0742518	7.8	83
tt0743071	7.9	61
tt0743133	8.0	86
tt0743253	8.4	76
tt0743606	7.5	106
tt0743782	7.6	116
tt0743805	8.0	118
tt0744062	6.7	70
tt0744068	7.0	48
tt0744215	7.5	13
tt0744286	8.2	17
tt0744337	7.5	24
tt0744572	8.7	30
tt0744574	8.1	21
tt0745276	5.0	24
tt0745528	7.7	47
tt0745589	7.7	640
tt0745642	8.0	731
tt0745696	8.2	911
tt0745750	7.9	59
tt0745944	8.6	19
tt0746052	7.7	57
tt0746090	7.5	65
tt0746475	7.7	34
tt0746597	8.4	29
tt0746646	8.3	35
tt0746687	7.8	41
tt0746745	3.4	134
tt0746838	6.9	20
tt0746858	5.8	35
tt0747047	7.8	25
tt0747307	7.9	14
tt0747373	8.7	9
tt0747537	7.9	26
tt0747619	8.5	39
tt0747732	7.5	76
tt0747822	7.0	70
tt0748015	7.7	83
tt0748490	8.3	15
tt0748525	7.3	145
tt0748571	7.5	162
tt0748863	7.2	358
tt0749140	5.5	23
tt0749199	8.0	119
tt0749254	7.6	123
tt0749460	7.8	29
tt0749643	7.7	19
tt0749695	7.3	341
tt0750267	7.5	290
tt0750377	7.9	279
tt0750555	8.8	23
tt0751150	7.8	4160
tt0751157	7.3	2788
tt0751182	7.2	2522
tt0751198	7.2	2512
tt0751210	6.8	2697
tt0751234	8.3	3667
tt0751240	7.1	4352
tt0751245	8.3	3844
tt0751346	7.6	659
tt0751506	7.6	530
tt0751516	7.1	508
tt0751788	6.5	25
tt0751790	7.5	30
tt0752203	6.0	7
tt0752214	6.7	11
tt0754203	7.7	40
tt0754294	7.4	23
tt0754812	8.0	14
tt0756177	8.2	18
tt0756207	2.7	12
tt0756310	7.7	62
tt0756354	7.4	79
tt0757675	7.2	27
tt0757782	9.0	65
tt0757805	8.5	38
tt0758053	5.2	8484
tt0758105	7.9	438
tt0758480	7.6	27
tt0758609	6.3	37
tt0758673	5.7	14
tt0758755	2.2	773
tt0759864	7.8	66
tt0759985	7.9	214
tt0760129	7.1	65
tt0760385	8.2	18
tt0760582	7.0	28
tt0761139	6.9	235
tt0761144	7.9	459
tt0761537	6.6	12
tt0761721	7.3	35
tt0762932	7.8	30
tt0763090	8.0	9
tt0764041	7.2	334
tt0764173	8.6	74
tt0764327	7.1	10
tt0764347	6.3	14
tt0764481	7.0	70
tt0764492	7.9	32
tt0765109	6.4	12
tt0765120	6.6	56891
tt0765254	2.9	28
tt0765894	7.8	768
tt0766664	6.6	28
tt0766926	6.8	7
tt0767439	7.2	2239
tt0768250	7.3	20
tt0768790	7.8	75
tt0769081	7.5	438
tt0769085	7.0	12
tt0769808	7.2	7
tt0769831	7.3	30
tt0770002	7.5	406
tt0770268	1.6	8
tt0770436	7.0	23
tt0770646	7.5	51
tt0770805	9.0	12
tt0770807	5.3	264
tt0771242	6.0	19
tt0771457	7.3	26
tt0771511	9.3	94
tt0771651	7.4	25
tt0772239	4.6	23
tt0772637	6.4	34
tt0773125	7.1	19
tt0774125	6.2	20
tt0775000	7.6	41
tt0775413	6.4	125
tt0775462	7.5	18
tt0775465	8.7	56
tt0775552	5.4	24750
tt0775608	7.9	78
tt0776237	5.5	22
tt0776832	5.5	14
tt0777336	7.2	14
tt0778164	6.6	11
tt0779528	7.1	11
tt0780480	9.0	17
tt0780577	7.1	363
tt0780776	8.3	846
tt0781135	8.4	205
tt0781378	6.1	10
tt0781577	9.1	17
tt0782064	5.8	19
tt0782151	7.1	12
tt0782522	9.0	105
tt0783321	7.4	18
tt0783621	8.2	34
tt0783847	6.3	16
tt0784487	6.5	35
tt0784517	6.1	39
tt0784859	7.3	36
tt0785004	5.4	584
tt0785125	8.2	10
tt0786085	7.5	50
tt0786191	7.6	302
tt0786823	8.5	49
tt0787406	7.8	1013
tt0787443	8.2	22
tt0787725	7.6	68
tt0788915	7.5	31
tt0788930	7.6	37
tt0788940	7.0	30
tt0789476	7.3	20
tt0789506	7.0	66
tt0789768	6.4	15
tt0789895	7.9	391
tt0789918	8.1	708
tt0790279	8.1	21
tt0790297	8.1	18
tt0790329	8.2	29
tt0790504	7.1	94
tt0790620	7.6	45
tt0791487	7.6	8
tt0792083	7.8	17
tt0792095	7.7	18
tt0792263	7.3	80
tt0792391	8.1	56
tt0792412	6.4	7
tt0792429	6.7	46
tt0792555	7.5	462
tt0792763	7.4	19
tt0792786	5.7	9
tt0792939	7.5	28
tt0793061	7.9	72
tt0793125	6.6	9
tt0793597	6.5	15
tt0793716	7.6	384
tt0795621	8.0	62
tt0795815	7.6	113
tt0796128	3.0	10
tt0796195	7.5	105
tt0796225	7.7	16
tt0796236	6.8	877
tt0796302	5.6	13070
tt0796811	6.2	14
tt0797324	8.4	5
tt0797454	8.4	42
tt0798201	8.0	22
tt0798278	7.0	37
tt0798345	7.7	17
tt0798710	5.8	13
tt0798749	8.8	33
tt0799063	5.7	22
tt0799087	7.5	7
tt0799122	7.3	60
tt0799431	6.3	34
tt0799584	2.2	12
tt0799971	6.4	10
tt0800036	8.6	38
tt0800225	6.2	712
tt0800234	6.3	78
tt0800235	7.6	209
tt0800333	5.1	27
tt0800785	7.6	19
tt0801348	8.0	20
tt0801439	6.5	44
tt0801533	7.1	42
tt0801564	7.9	80
tt0801590	8.2	26
tt0802581	8.0	37
tt0803013	8.5	53
tt0803029	7.1	2924
tt0803235	6.0	32
tt0803267	4.3	14
tt0803300	6.9	47
tt0803356	8.4	32
tt0803640	8.2	18
tt0803660	6.8	198
tt0803695	8.6	18
tt0803931	5.8	26
tt0804200	7.5	16
tt0804721	8.1	955
tt0805214	6.8	555
tt0805316	6.2	9
tt0805476	7.9	41
tt0805576	6.8	5664
tt0805613	7.2	1348
tt0805654	7.0	334
tt0805683	9.5	8
tt0805878	8.0	323
tt0806072	7.3	11
tt0806124	5.5	208
tt0806589	8.4	12
tt0806602	8.4	12
tt0806745	8.3	14
tt0807913	7.3	17
tt0808210	2.7	583
tt0808392	6.1	222
tt0808873	6.9	226
tt0808931	6.5	13
tt0809012	7.1	86
tt0809069	7.4	119
tt0809523	7.8	20
tt0809559	8.1	32
tt0809810	7.3	90
tt0809872	7.2	9
tt0809918	6.1	170
tt0810023	7.2	41
tt0810239	8.6	13
tt0810709	3.3	118
tt0811330	6.6	466
tt0811415	7.3	14
tt0811617	8.7	25
tt0811692	6.7	481
tt0811731	8.5	581
tt0811858	7.1	519
tt0811911	7.4	18
tt0812192	8.1	18
tt0812371	6.4	7
tt0813125	7.4	17
tt0813539	5.2	69
tt0813561	7.8	21
tt0813612	7.9	66
tt0813642	5.8	6
tt0814019	7.6	45
tt0814049	6.0	8
tt0814458	8.0	7
tt0814929	7.8	16
tt0815296	8.6	7
tt0815403	8.1	55
tt0815556	6.3	13
tt0816240	3.8	119
tt0816472	6.8	8
tt0817125	7.2	8
tt0817650	7.3	7
tt0817750	7.4	5
tt0818172	6.8	39
tt0818621	7.9	63
tt0818652	3.8	48
tt0818734	7.1	56
tt0819482	7.8	52
tt0819767	8.4	17
tt0820016	4.8	17
tt0820019	6.8	21
tt0820267	6.4	11
tt0820770	7.6	8
tt0821016	7.6	26
tt0821284	7.5	46
tt0821354	7.9	141
tt0821681	7.2	7
tt0821683	6.7	7
tt0821796	5.0	5
tt0821837	8.0	5
tt0821883	8.0	8
tt0822272	5.3	7
tt0822333	7.1	101
tt0822389	7.2	7373
tt0822433	8.5	43
tt0822538	7.5	12
tt0822617	8.0	6
tt0823064	8.1	45
tt0823493	7.2	87
tt0823641	3.4	20
tt0824276	6.3	26
tt0825241	6.9	1007
tt0825816	3.5	20
tt0825975	9.0	8
tt0826022	5.1	11
tt0826239	6.6	16
tt0826626	8.1	30
tt0826745	3.9	130
tt0827559	7.8	61
tt0827761	6.3	38
tt0828079	5.9	16
tt0828145	7.4	7
tt0828684	8.0	22
tt0829184	4.9	11
tt0829237	8.2	7
tt0829432	4.2	254
tt0829537	7.9	15
tt0829658	8.6	747
tt0829697	7.3	41
tt0829804	8.4	3801
tt0830226	7.7	53
tt0830468	7.0	134
tt0830703	5.1	17
tt0831850	6.0	34
tt0831920	7.8	6
tt0831974	6.2	16
tt0831998	6.7	64
tt0832271	6.0	17
tt0832319	4.6	53
tt0833562	5.3	70
tt0834173	8.2	22
tt0834255	7.6	16
tt0834366	5.7	160
tt0834401	6.7	9
tt0834452	8.1	28
tt0834467	8.1	148
tt0834967	2.1	515
tt0836148	6.6	169
tt0836233	7.7	187
tt0836423	6.8	49
tt0836486	6.9	15
tt0836684	7.4	56
tt0836698	7.2	6
tt0837104	8.7	69
tt0837229	7.3	320
tt0837286	6.2	13
tt0837347	7.2	133
tt0837470	8.6	585
tt0837543	6.7	214
tt0838095	6.9	48
tt0838333	7.9	21
tt0838994	7.1	14
tt0839289	6.0	7
tt0839457	5.7	43
tt0839671	8.5	30
tt0839818	6.6	147
tt0839927	8.7	25
tt0839980	5.8	86712
tt0839990	6.8	29
tt0840725	8.7	9
tt0840836	8.4	158
tt0840873	8.3	14
tt0840877	6.9	32
tt0841288	6.7	42
tt0841928	7.8	98
tt0842132	7.1	13
tt0842194	7.1	33
tt0842292	8.0	109
tt0842323	7.8	6
tt0842341	7.0	20
tt0842532	6.2	36
tt0842997	8.6	169
tt0843219	8.7	13
tt0843562	8.0	39
tt0843861	4.0	30
tt0844336	6.0	223
tt0844397	8.0	27
tt0844422	8.0	8
tt0844975	5.8	22
tt0845160	7.5	382
tt0845529	6.6	655
tt0845975	4.7	594
tt0846627	7.6	45
tt0846656	8.6	20
tt0846945	8.2	7
tt0847783	7.0	20
tt0847846	5.2	11
tt0848561	7.2	44
tt0848621	7.0	9
tt0848723	7.7	32
tt0848766	7.6	35
tt0848779	7.8	33
tt0848942	5.7	12
tt0849175	8.3	50
tt0849208	8.2	55
tt0849276	7.6	5
tt0849636	7.2	8
tt0850116	8.1	77
tt0850533	7.5	11
tt0850639	9.0	7
tt0850642	4.5	1181
tt0850769	8.0	41
tt0850775	7.2	43
tt0850792	7.8	27
tt0851013	6.4	36
tt0851755	9.0	19
tt0851796	7.8	65
tt0852614	7.8	96
tt0852624	7.2	24
tt0853435	7.5	85
tt0854117	7.4	30
tt0854134	6.5	27
tt0854478	7.9	123
tt0854808	6.6	26
tt0855655	5.4	9
tt0855742	6.6	22
tt0856069	5.7	8
tt0856564	7.0	1308
tt0856715	6.3	9
tt0856864	7.0	100
tt0857262	7.3	7
tt0857507	7.7	16
tt0857642	7.7	808
tt0857711	7.4	59
tt0857757	7.3	84
tt0857799	7.6	1313
tt0858625	7.2	30
tt0858852	8.7	23
tt0858960	6.1	11
tt0859531	8.0	697
tt0859588	6.0	150
tt0860535	6.8	16
tt0861086	7.7	62
tt0861090	7.4	57
tt0861336	7.3	70
tt0861561	6.7	23
tt0861608	6.9	25
tt0861610	7.1	29
tt0861647	8.1	14
tt0861709	3.9	16
tt0861839	7.6	139
tt0861992	7.1	58
tt0862667	6.5	21
tt0863176	6.9	26
tt0863256	7.5	135
tt0863292	7.5	158
tt0863374	7.6	57
tt0863377	7.3	50
tt0863540	8.5	101
tt0864248	8.2	136
tt0864331	3.8	541
tt0865408	7.9	9
tt0865626	7.0	48
tt0865715	7.8	369
tt0866411	9.4	10
tt0866705	7.0	8
tt0867148	8.9	170
tt0867302	3.5	182
tt0867967	7.2	40
tt0867992	7.4	40
tt0868119	7.6	8
tt0868300	6.3	7
tt0868781	4.7	20
tt0869087	7.6	15
tt0870378	3.8	15
tt0870399	8.3	15
tt0871075	7.2	14
tt0871137	7.7	965
tt0871223	7.6	7
tt0871866	7.7	35
tt0871869	5.8	146
tt0872175	6.6	20
tt0872341	7.4	7
tt0872418	7.0	15
tt0872894	7.1	11
tt0874127	8.0	8
tt0874737	3.5	15
tt0875652	7.7	10
tt0876020	7.1	19
tt0876163	6.6	33
tt0876270	4.4	59
tt0876609	7.5	33
tt0877621	6.4	589
tt0877730	5.8	11
tt0878741	7.7	19
tt0878982	6.2	24
tt0879037	7.0	19
tt0879963	8.5	506
tt0881932	7.6	26
tt0882699	7.0	17
tt0883108	8.9	17
tt0883638	7.6	31
tt0883913	7.9	14
tt0884000	4.2	13
tt0884004	6.1	158
tt0884127	5.8	21
tt0884699	5.8	33
tt0884800	7.2	20
tt0885849	7.9	22
tt0885994	8.1	51
tt0886132	7.1	15
tt0886471	8.4	6
tt0886609	7.9	1014
tt0887749	6.5	15
tt0888238	8.4	20
tt0888703	6.5	125
tt0888752	1.0	10
tt0888813	6.7	11
tt0888997	6.2	21
tt0889658	8.4	9
tt0890229	8.0	68
tt0890808	7.5	141
tt0890883	6.7	2815
tt0890913	9.8	5
tt0891847	8.0	74
tt0892063	8.2	22
tt0892182	2.9	12
tt0892893	7.8	7
tt0893273	8.0	67
tt0893527	5.8	30
tt0895601	7.5	18
tt0895838	7.5	14
tt0895845	7.1	13
tt0896414	8.2	302
tt0896877	5.9	116
tt0897042	9.0	7
tt0897153	8.4	12
tt0897166	7.7	12
tt0898343	6.1	56
tt0898728	7.7	8
tt0898755	8.0	161
tt0899138	6.1	2426
tt0899181	6.9	14
tt0899284	8.4	40
tt0899789	8.1	15
tt0899857	8.1	40
tt0900705	7.8	21
tt0901026	7.6	13
tt0902057	7.8	19
tt0902452	7.0	172
tt0903005	6.4	11
tt0903042	8.2	31
tt0903088	6.9	953
tt0903452	8.6	28
tt0903529	5.2	31
tt0904079	6.5	51
tt0904556	7.6	57
tt0904591	7.1	84
tt0904606	7.3	150
tt0905934	7.7	136
tt0906046	8.3	42
tt0906302	7.1	101
tt0906558	5.3	25
tt0906695	6.4	5
tt0906865	7.4	30
tt0906945	7.1	15
tt0906980	7.0	5
tt0907281	7.0	34
tt0908410	7.7	25
tt0908658	7.6	14
tt0909120	7.4	17
tt0909248	5.3	19
tt0909408	6.4	188
tt0909729	7.3	124
tt0910800	7.8	66
tt0911386	7.2	22
tt0911855	8.3	10
tt0911995	6.9	36
tt0912217	7.1	32
tt0913069	6.8	168
tt0913153	6.6	7
tt0914745	9.4	11
tt0915214	7.1	17
tt0915573	5.8	10
tt0916312	5.8	8
tt0917521	6.8	33
tt0918792	6.7	483
tt0918829	8.5	11
tt0920124	7.8	8
tt0920471	6.3	20
tt0920517	6.4	13
tt0920673	6.1	34
tt0921306	7.7	24
tt0921403	8.3	11
tt0921455	8.4	24
tt0921477	8.1	26
tt0922105	7.4	42
tt0922754	7.7	143
tt0922863	7.7	147
tt0923956	7.5	840
tt0924258	4.0	378
tt0924367	8.7	108
tt0924422	5.4	10
tt0924506	6.1	22
tt0926208	6.6	1897
tt0926226	6.7	75
tt0926315	6.6	28
tt0926326	6.9	29
tt0926988	8.2	111
tt0927373	6.7	11
tt0927377	8.0	9
tt0927381	7.0	9
tt0927881	6.9	201
tt0928148	4.0	56
tt0928393	7.8	24
tt0928882	7.3	92
tt0929183	3.6	10
tt0929426	7.0	21
tt0929752	4.8	32
tt0929768	7.4	55
tt0930738	7.0	6
tt0930846	7.2	21
tt0931258	3.8	45
tt0931486	7.2	16
tt0931540	7.5	82
tt0931811	7.7	62
tt0931934	7.4	415
tt0932128	8.2	28
tt0932261	7.7	7
tt0932666	6.4	29
tt0932757	4.8	6
tt0932802	8.2	34
tt0932992	5.8	38
tt0933124	8.5	14
tt0933760	3.6	133
tt0933808	6.8	58
tt0933887	6.9	24
tt0934127	7.0	20
tt0934199	7.2	38
tt0934340	7.3	775
tt0935102	9.1	169
tt0935369	7.8	8
tt0936824	7.3	11
tt0939087	5.0	7
tt0939470	6.5	31
tt0939677	7.2	10
tt0939682	6.9	33
tt0939759	6.4	24
tt0939910	9.0	5
tt0940674	7.3	629
tt0940812	6.9	65
tt0941485	9.4	19
tt0941529	6.2	16
tt0942471	7.0	23
tt0942493	7.0	13
tt0942561	7.6	73
tt0943081	8.0	789
tt0943425	6.7	26
tt0943855	7.0	8
tt0943865	7.0	13
tt0944741	7.0	8
tt0945076	8.4	2472
tt0946741	7.2	9
tt0946886	6.6	68
tt0947328	5.5	14
tt0947544	4.4	14
tt0947563	4.0	15
tt0948127	9.0	15
tt0948388	7.6	756
tt0949100	7.3	111
tt0949176	6.1	25
tt0949246	6.1	22
tt0949355	4.2	135
tt0950660	7.0	6
tt0950737	7.9	11
tt0950843	7.6	17
tt0950864	8.1	18
tt0951142	6.9	61
tt0951406	6.7	14
tt0951947	6.7	16
tt0951954	6.4	7
tt0952064	7.4	113
tt0952135	7.7	22
tt0952359	8.1	12
tt0952432	5.4	12
tt0952537	7.0	34
tt0952550	7.6	38
tt0952671	6.8	11
tt0953608	7.1	468
tt0953884	8.0	9
tt0953916	7.0	1448
tt0954866	4.8	16
tt0955477	6.3	29
