tconst	averageRating	numVotes
tt16306634	5.4	22
tt16306690	9.9	14
tt16310620	7.3	56
tt1631330	5.5	25
tt1631342	5.7	7
tt1631869	7.4	143
tt1633051	5.3	80
tt1634175	7.4	35
tt16342866	8.2	22
tt1634340	7.2	20
tt1634781	7.0	15
tt16352098	6.7	2296
tt16354788	6.9	20
tt1635509	6.0	9
tt16357658	6.7	43
tt1635840	7.2	134
tt16358522	7.5	7
tt1635960	8.6	2106
tt1635962	8.1	2172
tt16359894	7.1	4405
tt1635992	7.4	592
tt16360824	9.1	20
tt1636243	8.7	2961
tt1636338	9.2	3191
tt1636619	5.7	11
tt1636632	8.2	5
tt16366846	5.6	12
tt1636737	6.3	33
tt16369708	6.7	1438
tt1637094	6.6	16
tt16375098	7.9	60
tt16375942	5.0	24
tt16376050	7.6	18
tt1637868	7.0	7
tt1638047	6.3	70
tt1638390	7.2	181
tt16387090	7.5	14
tt1638843	8.5	140
tt16391370	7.9	77
tt16392872	7.6	11
tt16393494	6.0	35
tt1639359	6.5	29
tt16405198	5.5	54
tt16408428	6.2	441
tt1640888	8.7	1825
tt1640889	7.4	18
tt1641510	7.4	10
tt1641631	6.8	11
tt16416502	7.2	9
tt1641719	4.9	22
tt1641768	8.3	8
tt1641781	8.1	891
tt1642017	7.7	15
tt1642273	7.3	63
tt1642357	7.7	2078
tt16427248	6.6	10
tt16427598	5.4	548
tt1643234	2.3	18
tt1643281	6.8	364
tt16433670	7.8	637
tt16434892	7.6	538
tt16442682	4.1	10
tt16450598	5.4	401
tt16450722	8.1	54
tt1645247	4.6	11
tt1645375	2.4	15
tt1646103	6.9	864
tt1646123	6.4	303
tt1646135	6.9	33
tt1647159	7.5	24
tt1647956	7.2	23
tt1648037	6.4	13
tt1648207	5.0	65
tt1648551	7.2	186
tt16492236	7.3	1703
tt1649294	5.5	304
tt1649358	5.9	193
tt16497628	8.0	5
tt1650671	7.5	55
tt1650815	5.6	9
tt1651902	7.2	215
tt1652167	7.6	53
tt1653053	6.2	484
tt16538742	3.6	6
tt1653967	7.2	37
tt1653979	7.4	49
tt1654410	7.7	957
tt1654937	7.3	147
tt1655365	8.5	17
tt1656304	7.7	98
tt1656568	6.4	10
tt1656571	7.7	10
tt1656634	5.5	49
tt1657039	7.4	179
tt1657058	8.1	306
tt16578552	8.5	7
tt16579020	5.7	35
tt16586818	5.7	6
tt16591000	6.3	16
tt16592016	4.8	19
tt1660525	5.8	10
tt16606768	6.2	6
tt16606780	9.3	117
tt1660810	3.0	12
tt1660891	7.1	13
tt1661062	7.3	7
tt1661434	4.2	11
tt1661587	7.8	31
tt1661855	8.6	9
tt1662396	7.4	17
tt1663948	5.1	111
tt1664231	7.2	30
tt1664932	5.0	8
tt1665071	8.9	34040
tt1665302	6.9	11
tt16654056	8.5	23
tt1666549	7.5	156
tt1666665	7.5	158
tt16673330	5.9	102
tt1667673	6.5	22
tt1667819	8.4	112
tt1668935	7.4	7
tt1669024	8.0	5
tt1670271	8.2	10
tt1671536	6.5	206
tt1673183	8.6	15
tt1673448	8.2	23
tt1673978	7.9	90
tt16740086	7.8	8
tt16751942	8.5	6
tt16751956	6.4	29
tt1675781	7.3	27
tt16761800	9.0	15
tt1676477	8.4	9
tt1676510	8.4	27
tt16769922	7.9	36
tt1676994	6.3	7
tt1677514	4.2	34
tt1677711	8.0	79
tt1677746	7.4	8
tt1678099	7.4	29
tt1678276	7.3	14
tt1679489	6.9	30
tt1680006	8.8	5
tt1680881	7.1	25
tt1681465	7.1	145
tt1682883	3.1	83
tt1682967	6.2	5
tt1683176	7.9	97
tt1683378	7.0	16
tt1683676	6.3	15
tt1684599	7.4	10
tt1686059	7.9	11
tt16867396	8.6	249
tt16868386	6.0	57
tt1686944	6.8	21
tt1687150	8.1	15
tt1687193	8.1	309
tt1687247	7.6	15615
tt16899002	8.0	9
tt1690946	5.2	9
tt1690960	4.9	8
tt1690969	8.5	21
tt1691659	7.5	277
tt1693105	2.4	55
tt1693560	7.8	12
tt1693661	5.0	5
tt1694544	7.2	34
tt16946162	7.5	10
tt1695137	6.1	95
tt1695152	8.8	58
tt16951906	7.1	148
tt1696501	8.0	7
tt1696558	8.1	13
tt16970170	7.6	41
tt16971124	7.0	24
tt16982618	7.0	138
tt1698537	5.5	25
tt1698717	7.1	48
tt1699195	7.3	4337
tt1699491	6.1	2358
tt16995970	9.4	10
tt17005372	6.6	8
tt17005608	9.4	7
tt17007618	7.8	22
tt17009298	5.6	8
tt1701105	5.4	278
tt1702341	8.2	17
tt17030826	6.6	205
tt1703112	7.9	650
tt17037550	7.9	11
tt1704779	6.2	9
tt17050716	7.3	68
tt17052594	8.7	21
tt17053474	6.9	82
tt17056012	6.3	14
tt1705660	7.5	8
tt1705814	8.2	44
tt1705952	4.8	13119
tt17065664	7.1	26
tt1706585	6.7	28
tt17067540	9.2	19
tt1707235	5.7	13
tt17073904	7.6	7
tt1707629	6.2	3332
tt17078148	8.0	80
tt1708429	5.3	7
tt1708728	7.8	71
tt1709095	7.0	24
tt1709711	7.2	39
tt1710176	7.7	83
tt1710601	3.3	11
tt1711170	7.8	885
tt1711381	6.1	7
tt1713176	7.6	10
tt1714333	4.7	10
tt1714841	6.4	459
tt1714932	7.8	46
tt17156416	7.6	9
tt17159128	6.1	121
tt1715915	5.6	9
tt1715953	5.6	9
tt1716382	7.3	32
tt1716746	7.9	9
tt1717450	7.4	41
tt1717538	7.4	36
tt1717891	7.1	18
tt1718183	7.0	15
tt1718539	5.8	5
tt1718664	7.7	30
tt1719289	7.3	22
tt1719623	6.3	8
tt1720154	5.5	56
tt1720181	7.0	68
tt1720252	9.1	23
tt1720621	5.8	1888
tt1721041	6.5	14
tt1721226	8.9	9219
tt1722798	7.3	20
tt1723049	7.0	12
tt1723313	7.0	70
tt1723732	8.5	8
tt1724826	6.4	11
tt1725434	5.6	6
tt1725667	7.9	31
tt1725841	9.4	6
tt1727309	7.4	13
tt1727360	4.9	3618
tt17276462	1.6	589
tt1727849	7.3	10
tt1728606	6.6	592
tt17292804	6.1	17
tt1729650	7.3	19
tt1730045	3.2	15
tt1730127	4.8	7
tt1730445	8.0	64
tt1730627	7.2	10
tt1730773	6.0	6
tt17318788	5.3	6
tt17318958	7.8	16
tt1732099	6.2	10
tt17321072	9.4	16
tt17322640	8.4	7
tt1732757	5.6	36
tt1732880	7.2	48
tt1732885	7.0	33
tt1733260	6.7	39
tt1733575	4.9	30
tt17336416	6.8	9
tt17338812	6.7	87
tt17338906	6.6	15
tt1734438	6.6	32
tt17344740	7.0	6
tt1734475	6.6	21
tt1734544	5.7	12
tt1734901	7.8	258
tt1735232	7.9	36
tt1735233	3.5	376
tt1735291	7.1	12
tt1735881	8.8	7
tt1736396	7.0	1023
tt1736464	9.7	47
tt1736684	4.6	11
tt1736915	8.0	6
tt17372810	7.1	27
tt17372926	7.1	79
tt1737470	7.5	13
tt1737728	5.8	17
tt1737755	6.8	8
tt1738213	6.9	8
tt1738266	6.9	16
tt1740152	6.7	34
tt1740549	4.8	179
tt1740874	6.9	323
tt1741018	6.6	14
tt1741495	4.8	103
tt1743463	6.0	8
tt1743900	8.4	25
tt1745034	7.8	30
tt1745323	6.3	23
tt1745333	7.0	93
tt1745557	7.2	6
tt1745692	7.4	9
tt1745772	8.2	12
tt1745935	7.1	22
tt1746112	8.0	7
tt1746145	9.6	7
tt1746183	6.6	2781
tt1748570	5.7	10
tt17498980	8.9	9
tt1749938	7.2	18
tt17499652	8.9	11
tt17501782	6.4	13
tt17502272	4.4	32
tt1750461	7.6	8
tt17505104	8.3	14
tt1751573	7.7	19
tt17517506	8.1	15
tt17519898	3.6	16
tt17520852	9.2	79
tt1752150	7.4	31
tt1752342	6.3	84
tt1752373	8.1	46
tt17528576	7.6	5
tt1753325	7.3	22
tt1753648	6.8	49
tt1753884	4.7	190
tt1753915	9.2	19
tt1754016	6.5	12
tt1754192	7.0	66
tt17543878	9.6	3764
tt1754956	6.5	31
tt1756439	6.4	12
tt1756884	8.1	17
tt1757153	7.1	19
tt1757707	7.8	126
tt1757719	8.8	9
tt1758603	7.1	28
tt1759007	6.9	11
tt1759175	7.7	10
tt1759627	8.0	33
tt1759649	5.7	10
tt1759719	6.4	5
tt1760273	8.1	38
tt1760651	8.4	51
tt1761293	7.2	8
tt1761946	7.8	18
tt1762358	4.3	743
tt1762850	8.7	46
tt17634444	10.0	5
tt1763872	7.8	21
tt1764306	7.2	6
tt1764628	5.8	7
tt1764841	6.4	15
tt1765542	7.6	12
tt1765777	4.1	66
tt1765869	8.5	7
tt1767135	6.3	10
tt17678542	7.4	24
tt1768083	6.5	11
tt1768468	6.4	57
tt1768673	3.6	8
tt1769148	6.9	33
tt1769470	8.9	8
tt1770331	7.5	137
tt1770668	6.9	17
tt1771509	6.9	17
tt1772604	8.0	5
tt1773137	7.2	17
tt1773376	5.8	5
tt1773769	7.7	17
tt1773888	8.9	19
tt1774560	7.4	15
tt1774678	8.5	20
tt1775357	6.2	56
tt1775566	8.0	13
tt1775601	8.0	16
tt1775735	8.1	69
tt1776307	6.9	50
tt1777172	7.0	6
tt17774914	7.8	29
tt1777573	4.6	251
tt1778998	5.1	7
tt1779534	4.6	13
tt1780015	8.0	27
tt1780676	9.7	17
tt1780794	7.0	64
tt1781755	5.3	603
tt1782065	8.0	18
tt1782408	6.0	6
tt1783785	7.4	13
tt1784538	7.5	3883
tt1784742	4.5	35
tt1786533	7.4	37
tt1788034	8.0	6
tt17886730	7.1	14
tt1788882	8.9	14
tt1788914	7.7	12
tt1789247	7.7	44
tt1789759	6.0	26
tt1790429	8.2	137
tt1790584	7.5	175
tt1791487	10.0	7
tt1791744	7.4	12
tt1791951	7.4	10
tt1792065	7.0	7
tt1792481	9.0	13
tt1792566	5.6	178
tt17939734	9.6	8
tt1794821	7.8	1194
tt1795040	9.4	7
tt1795678	6.9	14
tt1796560	5.5	14
tt1796744	6.9	37
tt1798963	5.6	25
tt1799593	7.6	8
tt1799928	7.7	7
tt1801976	6.2	73
tt1802433	6.2	57
tt1802637	5.9	18
tt1803202	6.1	86
tt18036574	5.8	199
tt1804001	8.7	52
tt1804754	6.2	8
tt1805143	8.2	13
tt1805402	6.5	27
tt1805454	7.4	127
tt1805472	8.0	6
tt1806455	6.2	56
tt1806579	7.4	18
tt18069666	7.9	20
tt1806982	3.9	22
tt18075020	6.5	21684
tt18080934	8.7	54
tt1808101	3.7	41
tt18081290	7.6	30
tt1808478	5.5	10
tt1809318	5.9	340
tt1809687	7.0	244
tt1810531	5.2	7
tt1810619	6.0	22
tt1810828	5.9	24
tt1811261	7.5	1323
tt1811319	4.6	303
tt1811355	7.9	12
tt1811376	4.1	235
tt1811972	8.2	19
tt1812484	7.4	37
tt1813183	7.3	13
tt1815093	6.9	19
tt1815368	8.5	9
tt1816051	6.2	23
tt1816224	7.0	203
tt1817791	8.0	8
tt18183470	4.9	26
tt1818377	5.7	333
tt18184056	8.6	11
tt1819350	7.1	826
tt1819690	6.6	15
tt1820433	6.1	16
tt1820995	5.8	11
tt1821231	7.6	17
tt1821647	8.9	18
tt18228078	5.0	9
tt1823065	9.2	22
tt18244728	6.9	126
tt1824974	6.5	38
tt18250732	6.8	22
tt1825411	7.1	219
tt1825683	7.3	850901
tt1825813	7.6	19
tt1825888	5.5	26
tt1825914	8.2	7
tt1826326	6.3	7
tt1826538	8.1	69
tt18266812	9.4	45
tt1826813	5.1	816
tt1826904	2.3	11
tt18272688	7.1	429
tt18273436	5.7	14
tt18273954	7.1	48
tt18278752	7.2	51
tt18279010	9.7	19
tt18279342	8.1	9
tt1828178	6.9	18
tt1828309	7.1	109
tt18283958	6.8	8
tt1828949	6.9	40
tt18291222	8.1	88
tt18291334	9.5	26
tt1829584	7.5	17
tt18303986	7.8	5
tt18304104	7.0	10
tt18305584	6.4	6
tt18309892	7.7	108
tt1831700	3.9	10
tt1831726	4.9	45
tt1831914	7.8	56
tt1831982	8.6	27
tt1832363	7.6	95
tt1832447	3.0	409
tt18328288	6.3	37
tt18330818	7.7	831
tt1833535	9.6	8
tt1833544	7.4	21
tt18341058	7.4	22
tt18347092	6.6	9
tt18347150	7.2	55
tt18350856	8.1	485
tt1835562	7.5	35
tt18358922	6.9	22
tt1835976	6.2	11
tt1836111	4.9	8
tt18361938	7.7	114
tt18362466	4.2	27
tt1836593	7.7	9
tt1836912	7.2	9005
tt1837331	8.7	23
tt18375802	5.4	232
tt18377578	8.6	6
tt18377936	6.1	255
tt18378316	8.1	39
tt1837860	7.8	12
tt18378760	8.6	48
tt1838842	8.1	25
tt18393958	7.9	1483
tt18397116	8.7	12
tt18399808	6.3	34
tt1842398	5.0	11
tt1842460	6.6	44
tt1842944	6.9	66
tt1843102	7.3	8
tt1843154	6.4	9
tt1843334	8.3	37
tt1843445	7.7	24
tt1844727	7.1	9
tt1845950	8.3	16
tt1846667	6.2	14
tt1847223	7.8	25
tt1847606	5.8	8
tt1847683	6.6	21
tt1847727	7.1	10
tt1848808	7.3	9
tt1849595	6.6	24
tt18501004	7.6	40
tt1850451	8.3	196
tt1851325	6.6	9
tt1851354	4.0	14
tt1851841	8.3	53
tt1851977	6.0	13
tt1852170	6.2	25
tt1852296	7.4	9
tt1852864	5.5	11
tt1853039	7.8	10
tt1853544	6.1	495
tt1854527	5.5	13
tt18547092	8.4	56
tt18550092	8.5	202
tt18550120	7.9	28
tt1855418	7.4	8
tt18554404	8.8	7
tt18555910	7.4	848
tt1855738	2.8	15
tt1855976	7.5	13
tt18559904	6.5	7508
tt1856198	7.0	7
tt18564292	7.1	126
tt18564848	9.6	23
tt1856763	8.4	6
tt18572154	8.0	610
tt1857494	7.9	63
tt1858696	6.8	6
tt1859085	7.0	11
tt18601886	7.4	16
tt1861006	6.4	83
tt1861851	7.9	9
tt1862737	8.2	9
tt1863574	7.5	1238
tt1863902	6.1	38
tt1864016	6.9	24
tt1864713	7.2	16
tt1864750	8.3	4752
tt1865409	7.2	8
tt1865455	7.4	9
tt1865551	4.0	280
tt1865660	8.0	306
tt1866118	6.9	123
tt1866985	7.4	10
tt1867010	8.0	39
tt1868008	5.4	17
tt1868009	7.3	10
tt18689026	7.8	5
tt1868973	6.8	421
tt18690074	8.1	34
tt1869588	5.6	17
tt1869647	8.7	25
tt1870010	6.6	5
tt18707846	8.0	235
tt1871162	9.2	7
tt1871400	8.7	7
tt1872180	4.3	19
tt18748138	5.5	23
tt18749482	7.9	35
tt1874988	8.5	11
tt1875119	7.6	14
tt1876298	7.3	6
tt18767162	7.6	91
tt1877704	5.2	8
tt1878187	8.7	66
tt1879045	7.3	33
tt1879274	7.7	79
tt1881336	7.2	22
tt18815830	8.0	8
tt1881974	6.4	15
tt18830120	5.8	5
tt1883236	6.2	27
tt1883252	1.7	58
tt1884557	8.6	102
tt1885344	6.1	152
tt1885440	6.6	1280
tt1885991	7.4	8
tt1886536	7.0	68
tt1887267	6.2	18
tt1887849	8.3	23
tt1887997	7.0	6
tt1888442	7.1	27
tt18884788	5.8	36
tt1888518	4.9	31
tt1888539	4.2	11
tt18886240	6.5	139
tt1889417	7.4	15
tt1890012	7.3	22
tt1890512	7.4	28
tt1890751	8.1	11
tt1890757	8.1	9
tt18920924	7.4	29
tt18930178	8.6	572
tt18939294	9.6	5
tt1894461	8.1	11
tt1894549	7.1	41
tt1894716	8.2	39
tt18948228	5.6	21
tt18948494	7.5	374
tt18949940	8.0	5
tt18950866	6.6	6
tt18952512	9.0	139
tt1895296	8.0	31
tt18953138	6.9	30
tt18953178	8.0	6
tt1895323	3.5	41
tt1896412	6.8	12
tt1897835	8.5	17
tt18988148	9.6	23
tt1899107	5.0	140
tt1901409	6.6	7
tt1901499	7.8	5
tt1903071	6.8	10
tt1904367	7.7	14
tt19045110	5.9	133
tt1904525	2.5	44
tt1905571	5.2	46
tt1905823	7.5	35
tt1906103	8.0	13
tt1906398	6.4	193
tt19072268	5.1	273
tt19072516	6.3	22
tt19072936	8.3	6
tt1909307	9.2	6
tt1909807	4.4	743
tt1910601	6.7	9
tt19115260	8.6	3969
tt1912131	8.8	108
tt1914019	7.2	18
tt1914020	7.5	15
tt1915328	7.6	6
tt1916060	3.7	10
tt1916391	6.8	6
tt1916868	6.2	78
tt1917160	6.3	14
tt19177054	8.1	7
tt19177354	7.9	18
tt19179084	8.9	27
tt1918824	7.2	5
tt1919005	7.3	10
tt1919014	7.9	12
tt1919204	6.3	22
tt1922548	4.4	64
tt1922580	4.8	23
tt1923610	6.8	17
tt1924017	8.1	18
tt19246084	9.1	10
tt1925408	6.7	78
tt19267870	6.7	202
tt1927172	4.9	821
tt1927585	6.5	13
tt1927702	4.3	7
tt1928311	6.9	42
tt1928478	6.5	9
tt1929542	7.6	8
tt1930088	7.9	18
tt1930673	5.4	7
tt1931497	7.1	206
tt19316712	8.0	25
tt1932625	7.9	35
tt1932730	7.2	14
tt1933522	5.8	106
tt1933653	5.4	8
tt1934206	3.8	12
tt19356876	7.2	70
tt19356892	8.0	65
tt19357116	6.9	172
tt19358958	6.8	6
tt1935956	6.8	63
tt19363554	4.0	780
tt1936696	7.7	29
tt19372858	7.6	6
tt1937324	7.2	15
tt19373630	7.2	13
tt1937555	7.7	9
tt19381264	7.1	34
tt19388146	7.3	19
tt19392106	8.8	34
tt19394720	9.1	13
tt1939511	8.0	14
tt19395364	7.3	328
tt19395370	7.4	303
tt19402762	8.5	5000
tt1940466	8.0	22
tt19408420	7.5	1083
tt1941093	6.0	9
tt19411176	5.5	21
tt19412968	4.2	49
tt19413916	6.9	9
tt1941697	9.8	15
tt1941897	6.8	98
tt1942204	9.2	25
tt1942315	7.2	567
tt1942839	5.4	543
tt1942890	7.3	8
tt1943412	7.9	22
tt1943508	7.6	12
tt1943579	5.3	1598
tt1944976	6.2	15
tt1944980	7.0	258
tt1945086	8.6	7
tt1945381	7.2	10
tt1946376	8.0	9
tt1948043	4.9	84
tt1948563	6.6	196
tt1948831	7.2	87
tt1948919	6.7	14
tt1949541	8.2	13
tt19512216	8.7	22
tt1951852	7.6	325
tt1954089	8.0	21
tt1954348	9.3	10
tt1954459	5.8	10
tt1954841	6.4	10
tt1954985	6.4	29
tt1955453	7.3	289
tt1955707	9.0	7
tt19575324	9.0	10
tt1957849	4.2	96
tt1957917	5.3	7
tt1960603	6.4	13
tt19610114	6.2	9
tt1961019	7.7	61
tt1961092	6.3	8
tt1961289	8.3	56
tt1961393	6.9	12
tt1961536	8.1	183
tt1961673	8.8	19
tt19636946	7.9	11
tt19638484	6.7	8
tt19638608	9.4	9
tt1964684	8.4	16
tt1965108	3.7	208
tt1966509	5.6	40
tt1967568	7.0	5
tt1967649	8.5	20
tt1969084	7.6	70
tt1969827	8.1	12
tt19711964	6.6	12
tt19712286	7.3	113
tt19719468	6.6	14
tt19721678	8.8	9
tt19732648	5.8	15
tt1973287	6.8	29
tt19734122	6.3	80
tt1974902	7.4	42
tt19751484	4.6	164
tt19755104	6.8	6
tt19757988	5.3	7
tt1976059	5.7	77
tt1976581	8.4	12
tt19767542	2.3	6
tt19768088	6.1	17
tt19768700	7.1	7
tt1977034	6.3	126
tt1977946	7.1	31
tt19781710	7.3	7
tt1978178	7.1	29
tt19782984	8.6	34
tt19783702	5.4	13
tt1979313	4.9	12
tt19798852	6.0	55
tt19811256	8.4	6
tt19817638	5.6	15
tt1982084	4.7	12
tt1982108	6.1	133
tt1982734	2.9	300
tt1984036	8.0	86
tt1984225	3.4	13
tt19844000	6.4	47
tt1984847	8.6	17
tt19848924	8.6	6
tt1985010	6.1	10
tt19858586	5.7	12
tt1986031	8.3	7
tt19860332	7.3	17
tt1986121	7.3	62
tt1986202	4.0	9073
tt19862746	7.2	8
tt19867136	7.5	409
tt19874972	6.6	11
tt19875816	7.3	9
tt1988002	5.5	13
tt19882306	7.4	13
tt19885538	7.3	12
tt1988651	4.0	31
tt19887690	7.5	43
tt1989415	7.4	6
tt19897990	5.9	86
tt1989886	6.8	6
tt1990183	5.2	14
tt1990489	5.9	30
tt1994595	5.7	11
tt1996168	6.0	7
tt1996272	6.8	16
tt1997075	6.6	50
tt1998138	7.4	32
tt1998372	7.5	36685
tt1999122	6.2	33
tt1999554	2.5	16
tt1999801	6.6	18
tt1999955	5.3	30
tt2001489	8.8	6
tt2001505	9.1	1732
tt2002907	7.6	136
tt2004027	9.2	15
tt2004552	9.3	22
tt2004861	8.6	6
tt2005117	7.8	26
tt2005351	7.8	5
tt2005561	7.5	510
tt2006048	7.3	25
tt2006120	8.0	7648
tt20065788	7.5	972
tt2006690	4.7	59
tt2007219	7.9	4374
tt2007391	6.3	10
tt2007570	7.3	113
tt2008644	4.8	28
tt2009928	6.9	807
tt2010942	7.0	11
tt2011181	6.9	8
tt2011468	7.6	26
tt20115184	8.2	40
tt2011679	7.4	48
tt20117390	4.5	36
tt2011980	5.9	38
tt20120362	5.6	25
tt20123478	6.5	10
tt20124354	6.1	10
tt2012890	4.6	11
tt2013347	7.0	6
tt2014358	8.0	17
tt2015327	4.8	76
tt2016299	7.2	18
tt2016546	6.2	6
tt2016556	6.2	6
tt2016863	5.2	35
tt2018129	7.6	532
tt20192958	7.1	11960
tt20197294	9.0	29
tt20197514	7.1	9
tt20199226	5.2	420
tt20211872	8.2	17
tt2021316	6.6	192
tt20221012	6.1	23
tt20222450	7.9	15
tt2022341	6.6	10
tt2022825	9.0	12
tt20232248	8.7	7
tt2023409	9.0	7
tt20234402	8.2	23
tt20234868	6.7	8
tt20236996	8.6	55
tt2023732	6.5	16
tt2023774	6.9	10
tt2023880	10.0	24
tt2024428	6.5	8
tt2024671	7.7	499
tt2025092	7.6	176
tt20253032	9.2	15
tt20253766	9.0	1159
tt20256578	8.6	50
tt20257886	8.8	8
tt20261024	8.0	332
tt2026315	7.3	32
tt20267640	6.8	474
tt2027119	6.9	10
tt2027152	8.2	7
tt2030178	7.8	8
tt2030547	7.9	8981
tt2031759	5.6	11
tt20318280	9.0	26
tt2032529	7.5	31
tt2032794	7.4	90
tt2033245	7.4	18
tt2033646	8.7	571
tt2034158	4.3	13
tt2035529	4.7	8
tt2038270	5.1	34
tt2038832	7.3	10
tt2039423	7.1	25
tt2039691	6.8	5
tt2040061	8.0	7
tt2040219	7.0	17
tt2040960	7.6	22
tt2041460	3.3	243
tt20419144	7.5	240
tt2042429	8.6	3157
tt20424592	8.9	61
tt2042668	7.5	9
tt2043176	6.0	85
tt2044687	6.5	51
tt2044856	5.6	24
tt20449454	7.6	49
tt2045164	8.0	8
tt20452668	6.3	9
tt2046182	7.0	16
tt20462348	7.7	12
tt2046798	7.7	12
tt2047208	7.9	8
tt2047731	7.2	5
tt2048419	7.0	57
tt20511702	7.8	88
tt2051485	6.8	18
tt20515564	6.7	108
tt2054638	8.1	66
tt2055014	5.8	10
tt2055724	3.9	13
tt2055763	5.0	14
tt2056173	7.1	15
tt2056499	7.9	14
tt2057377	4.8	258
tt2057450	6.1	21
tt2057664	7.1	7
tt2057762	7.7	831
tt2057785	8.2	899
tt20599488	7.8	30
tt20601558	5.4	6
tt2060489	8.0	49
tt2060746	3.1	10
tt2060772	6.8	9
tt20608542	8.2	14
tt2061327	7.5	21
tt2061621	4.3	21
tt2063405	7.4	17
tt2063535	7.4	15
tt2063619	9.0	9
tt2063907	7.7	6
tt2064426	6.0	7
tt2064713	7.5	4033
tt2065011	8.5	18
tt2066148	6.9	37
tt20672502	6.7	50
tt20672688	9.0	8
tt20673854	5.2	961
tt2067440	9.2	12
tt20674484	7.1	14
tt2069311	7.8	332
tt2069343	7.0	7
tt2069916	7.4	402
tt2070512	5.0	7
tt2070965	7.4	11
tt2071131	8.2	13
tt2071140	4.9	628
tt2071619	8.9	62
tt2071943	7.1	10
tt20721318	5.7	824
tt2072197	9.1	7
tt20736050	8.2	73
tt2073864	6.1	149
tt2074248	6.7	717
tt2074713	6.8	30
tt20751846	6.4	15
tt20751942	7.5	250
tt20752118	7.0	170
tt2076257	6.3	8
tt2076320	5.7	14
tt20764134	9.2	7
tt2076554	8.0	100
tt2076613	6.3	40
tt2076811	8.1	19
tt20770532	7.2	48
tt20771370	9.9	11
tt2077696	8.4	39
tt2077728	8.7	15
tt2078181	7.6	6
tt20782072	4.8	8247
tt2078328	7.2	40
tt2078595	7.9	40
tt2078752	5.7	43
tt2079337	7.5	3782
tt2079505	7.9	25
tt2079566	8.5	422
tt2080291	5.6	13
tt2081621	6.6	35
tt2082222	6.9	162
tt2082697	7.6	6
tt20827880	6.9	44
tt20832442	6.5	1911
tt20833318	7.4	9
tt20833886	7.9	13
tt20835262	7.6	24
tt2085125	6.8	22
tt20852138	7.8	904
tt20852356	8.8	7
tt20855364	7.8	5
tt20855732	8.2	2091
tt2085712	7.4	26
tt20858168	7.0	10
tt2085872	9.3	7
tt20859306	6.1	12
tt20864766	6.2	12
tt2086830	6.7	1846
tt2087048	6.8	19
tt20871528	7.6	389
tt20872920	6.5	360
tt2087939	8.2	24
tt2088206	6.4	11
tt2088283	7.1	15
tt2088284	7.4	15
tt20896396	8.3	8
tt2090453	6.0	12
tt2090582	6.8	305
tt2091327	4.2	2763
tt2091375	9.4	59
tt2091672	8.1	9
tt2093287	5.2	12
tt2093867	7.0	66
tt2094131	8.8	47
tt2094825	2.9	251
tt2094931	6.1	11
tt2095413	6.8	15
tt2095711	7.2	667
tt2097233	9.0	5
tt2098170	6.8	9
tt2098665	8.5	54
tt2098901	7.0	5
tt20989130	8.4	42
tt2099644	9.0	6
tt2100558	3.4	133
tt2100953	6.8	16
tt2101830	7.8	17
tt21031490	5.2	17
tt21031584	9.1	48
tt21037592	8.5	23
tt21042384	6.4	15
tt2104895	8.6	22
tt21052946	7.0	35
tt21054734	7.4	24
tt2105604	7.6	18
tt21058238	4.3	399
tt21059122	6.5	470
tt21059450	6.6	11
tt2106173	7.5	850
tt21066678	5.4	99
tt21076580	8.6	9
tt2108092	7.7	132
tt21081296	8.2	16
tt21083530	7.6	40
tt2108652	7.4	190
tt2108770	8.0	1802
tt21099052	7.5	8
tt21099812	6.7	34
tt2110170	6.2	11
tt2111110	7.4	81
tt21114402	4.5	449
tt21115032	9.1	45
tt2112173	5.4	19
tt2112725	7.7	790
tt2112977	7.5	105
tt2113259	6.6	5
tt2113670	4.7	46
tt2113766	6.1	251
tt2113945	2.5	11
tt21146690	3.3	12
tt21146692	3.0	14
tt21146750	8.0	13
tt21149114	6.9	154
tt21150626	8.2	5
tt21151154	7.3	10
tt21156724	6.7	6
tt21158228	6.0	71
tt21159364	8.1	26
tt21159706	7.6	174
tt2116900	6.5	398
tt2116918	4.6	10
tt2118015	8.0	25
tt2118143	6.8	16
tt21190408	6.2	165
tt2119278	9.2	10
tt2119526	7.8	17
tt21197260	9.1	473
tt2119828	8.0	31
tt21198440	6.0	26
tt2120265	7.1	17
tt21203976	8.0	6
tt21205460	7.7	8
tt2120700	6.7	6
tt21210938	7.0	5
tt21213026	7.8	41
tt21213362	7.3	9
tt2121632	7.8	19
tt2121645	8.5	13
tt21216958	9.4	71
tt2121855	6.9	66
tt21220352	6.2	142
tt21226894	7.9	33
tt21235146	7.2	11
tt2123540	8.3	9
tt21236628	7.9	10
tt21237320	8.7	7
tt2123793	6.8	37
tt2124056	6.8	33
tt21241464	7.7	11
tt2124205	8.4	8
tt21246770	7.5	7
tt21247278	7.3	51
tt2124852	3.4	40
tt21248612	9.1	8
tt2124875	2.7	700
tt21248788	7.3	6
tt2124932	6.7	7
tt21253492	4.8	6
tt21255142	9.1	7
tt21255436	6.8	15
tt21257418	8.9	7
tt2127230	7.2	15
tt2127262	5.4	114
tt2127288	5.7	11
tt2127490	5.7	187
tt21277744	8.7	16
tt2127833	7.6	375
tt21278968	5.1	35
tt21279362	6.5	244
tt21288064	6.9	13
tt21300316	6.2	9
